Title,Recommendations
Undertale,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Super Mario World: Super Mario Advance 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Super Mario Odyssey', 'Super Mario 3D World', 'Super Mario Galaxy']"
ESPN NFL 2K5,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Madden NFL 13']"
Super Smash Bros. Melee,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Rome: Total War,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Total War: WARHAMMER']"
Forza Motorsport 3,"['Gran Turismo 5', 'Forza Horizon 2', 'Grand Theft Auto V', 'Burnout 3: Takedown', 'Forza Motorsport 6']"
Okami HD,"['The Last of Us', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Persona 5', 'The Legend of Zelda: Breath of the Wild']"
Batman: Arkham Asylum,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Batman: Arkham City', 'Batman: Arkham Knight']"
Super Mario Sunshine,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Tony Hawk's Pro Skater,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Thief: The Dark Project,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
Fire Emblem: Awakening,"['The Witcher 3: Wild Hunt', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Fire Emblem Echoes: Shadows of Valentia']"
Age of Empires II: The Age of Kings,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Final Fantasy X,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'Final Fantasy XV']"
The Walking Dead: A Telltale Games Series,"['The Last of Us', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
Unreal Tournament (1999),"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Sid Meier's Alpha Centauri,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Wave Race 64,"['Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Call of Duty: Modern Warfare 3', 'The Legend of Zelda: Breath of the Wild']"
Galactic Civilizations II: Twilight of the Arnor,"['The Witcher 3: Wild Hunt', 'Persona 5', 'Divinity: Original Sin', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Super Smash Bros. for Wii U,"['Super Smash Bros. Brawl', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Into the Breach,"['The Witcher 3: Wild Hunt', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
Final Fantasy VII,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Chrono Trigger,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Bayonetta 2,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Mass Effect 2', 'The Last of Us', 'Portal 2']"
Burnout 2: Point of Impact,"['Burnout 3: Takedown', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Gran Turismo 5']"
World Series Baseball 2K3,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
NASCAR Racing 2003 Season,"['Gran Turismo 5', 'Terraria', 'Portal 2', 'Call of Duty: Modern Warfare 3', 'The Legend of Zelda: Breath of the Wild']"
Descent 3,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Persona 5', 'Portal 2', 'The Last of Us']"
Resident Evil 2,"['The Witcher 3: Wild Hunt', 'Resident Evil 7: biohazard', 'Resident Evil 4', 'Resident Evil 5', 'Resident Evil HD Remaster']"
The Curse of Monkey Island,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Rez Infinite,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'BioShock Infinite', 'The Elder Scrolls V: Skyrim', 'Project CARS 2']"
Dark Souls: Artorias of the Abyss,"['The Witcher 3: Wild Hunt', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Mass Effect 3']"
Metal Gear Solid HD Collection,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Metal Gear Solid 4: Guns of the Patriots']"
Battlefield 3,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Call of Duty: Modern Warfare 3']"
Dead Space 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Battlefield 1942,"['Battlefield 3', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Einhander,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us']"
Deus Ex: Human Revolution,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Deus Ex: Mankind Divided', 'BioShock']"
The Chronicles of Riddick: Escape From Butcher Bay,"['Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
The Walking Dead: Episode 5 - No Time Left,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
WWF No Mercy,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'WWE SmackDown! Here Comes the Pain', 'The Legend of Zelda: Breath of the Wild']"
Gran Turismo 4,"['Grand Theft Auto V', 'Gran Turismo 5', 'Burnout 3: Takedown', 'Forza Horizon 2', 'The Witcher 3: Wild Hunt']"
Dragon Age: Inquisition,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Witcher 2: Assassins of Kings']"
The Beatles: Rock Band,"['Rock Band 3', 'Portal 2', 'The Witcher 3: Wild Hunt', 'Guitar Hero: Metallica', 'The Elder Scrolls V: Skyrim']"
Advance Wars 2: Black Hole Rising,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
DiRT 2,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Lumines,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
L.A. Noire,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Ratchet & Clank Future: Tools of Destruction,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Ratchet & Clank']"
Peggle,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'Starcraft II: Wings of Liberty', 'The Orange Box']"
Tom Clancy's Splinter Cell Double Agent,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Portal 2']"
New Super Mario Bros.,"['Super Mario Odyssey', 'Super Mario 3D World', 'Super Mario Galaxy', 'Super Mario Galaxy 2', 'The Witcher 3: Wild Hunt']"
Silent Hill 2,"['The Last of Us', 'Silent Hill 3', 'Silent Hill', 'Lone Survivor', 'Amnesia: The Dark Descent']"
Battlefield 1,"['Battlefield 3', 'Call of Duty: Modern Warfare 3', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Metal Gear Solid: Peace Walker,"['Metal Gear Solid 4: Guns of the Patriots', 'Metal Gear Solid V: The Phantom Pain', 'Metal Gear Solid 3: Subsistence', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
Virtua Fighter 5 Online,"['Super Smash Bros. Brawl', 'The Witcher 3: Wild Hunt', 'Mortal Kombat', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
"WarioWare, Inc.: Mega Microgame$!","['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Grandia,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
Colors! 3D,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Portal 2', '""Uncharted 4: A Thiefs End""']"
Destiny: The Taken King,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
NBA 2K11,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Portal 2']"
Horizon Zero Dawn,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
Injustice 2,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Super Smash Bros. Brawl', 'Mortal Kombat', 'Mortal Kombat X']"
Minecraft: PlayStation 4 Edition,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us Remastered', 'Buzz! Quiz World']"
Dark Souls,"['The Witcher 3: Wild Hunt', 'Bloodborne', 'Dark Souls: Prepare to Die Edition', 'Nioh', 'The Elder Scrolls V: Skyrim']"
Stardew Valley,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Portal 2', 'Persona 5']"
Top Spin,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
ESPN NBA Basketball,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Tiger Woods PGA Tour 2004,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Half-Life 2', 'Grand Theft Auto V', 'Tiger Woods PGA Tour 10']"
NBA Street,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Fallout 4', 'Half-Life 2']"
Railroad Tycoon II,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Burnout Paradise,"['Burnout 3: Takedown', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
Wipeout Pure,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
XCOM 2: War of the Chosen,"['Portal 2', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'XCOM 2', 'Divinity: Original Sin II']"
Fallout 4,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Tiger Woods PGA Tour 2005,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Microsoft Flight Simulator 2004: A Century of Flight,"['The Witcher 3: Wild Hunt', 'IL-2 Sturmovik: 1946', 'Thirty Flights of Loving', 'Grand Theft Auto V', 'Ace Combat 5: The Unsung War']"
NBA Street Vol. 2,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Medieval: Total War,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Persona 5']"
Shenmue II,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Yakuza 0']"
NHL 2001,"['Grand Theft Auto V', 'Rocket League', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'NHL 11']"
Excitebike 64,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
R4: Ridge Racer Type 4,"['The Witcher 3: Wild Hunt', 'Burnout 3: Takedown', 'Forza Horizon 2', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Shadow Complex,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
Spelunky,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Bloodborne', '""Uncharted 4: A Thiefs End""']"
NBA Street V3,"['Grand Theft Auto V', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild', 'Street Fighter IV', 'Mortal Kombat']"
Mafia,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Call of Duty: Modern Warfare 3,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Brothers in Arms: Road to Hill 30,"['Battlefield 3', 'Team Fortress 2', 'Grand Theft Auto V', 'Half-Life 2', 'DOOM']"
Deus Ex: Human Revolution - Director's Cut,"['Deus Ex: Human Revolution', 'The Witcher 3: Wild Hunt', 'Deus Ex: Mankind Divided', 'The Last of Us', 'System Shock 2']"
Madden NFL 06,"['Persona 5', 'World of Warcraft', 'WildStar', 'World of Warcraft: Mists of Pandaria', 'World of Warcraft: Warlords of Draenor']"
Dishonored,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us', 'BioShock Infinite']"
LIMBO,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', '""Uncharted 4: A Thiefs End""']"
Dragon Quest XI: Echoes of an Elusive Age,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Nuclear Throne,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Bloodborne']"
Crusader Kings II: The Old Gods,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'Grand Theft Auto V', 'The Legend of Zelda: Breath of the Wild']"
Assassin's Creed: Brotherhood,"['""Assassins Creed IV: Black Flag""', '""Assassins Creed Origins""', '""Assassins Creed III""', '""Assassins Creed: Revelations""', 'The Witcher 3: Wild Hunt']"
Crash Team Racing,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Burnout 3: Takedown', 'Mario Kart 8']"
DJ Hero 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Portal 2', 'Grand Theft Auto V']"
Medal of Honor Frontline,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'Battlefield 3', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Superbike 2001,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Project CARS']"
Ultimate Fighting Championship,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Wolfenstein II: The New Colossus,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'BioShock Infinite']"
Mario Kart 8,"['Super Mario 3D World', 'Super Mario Galaxy', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Super Mario Maker,"['Super Mario 3D World', 'Super Mario Galaxy', 'Super Mario Odyssey', 'Super Mario Galaxy 2', 'The Elder Scrolls V: Skyrim']"
NHL 11,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Divinity: Original Sin Enhanced Edition,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Witcher 2: Assassins of Kings']"
Dead Space,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Tekken 5,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Tekken 7', 'Tekken Tag Tournament 2', 'Tekken 3']"
F.E.A.R.,"['The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'Portal 2', 'Battlefield 3']"
Monster Hunter: World,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V', 'Bloodborne']"
Psychonauts,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
The Binding of Isaac: Rebirth,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
FIFA 14,"['""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Battlefield 3']"
NHL 10,"['Battlefield 3', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Major League Baseball 2K5']"
BioShock 2,"['BioShock Infinite', 'The Last of Us', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim']"
Kerbal Space Program,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Dead Space 2']"
Ori and the Blind Forest: Definitive Edition,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'BioShock Infinite']"
Tribes 2,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Minecraft']"
Age of Empires II: The Conquerors Expansion,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Diddy Kong Racing,"['Gran Turismo 5', 'Burnout 3: Takedown', 'Forza Horizon 2', 'Forza Motorsport 6', 'Project CARS']"
Star Fox 64,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Super Mario Galaxy', 'Super Mario 64']"
NHL 09,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'BioShock Infinite', 'The Elder Scrolls V: Skyrim', 'Portal 2']"
NieR: Automata,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
Meteos,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Zero Escape: Virtue's Last Reward,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite', 'The Last of Us']"
Dishonored 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Rise of the Tomb Raider: 20 Year Celebration,"['Tomb Raider', 'Rise of the Tomb Raider', 'Tomb Raider: Definitive Edition', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt']"
Uncharted: Drake's Fortune,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Tom Clancy's Rainbow Six Vegas,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V']"
